43081,0.0157352
43080,0.0156347
43077,0.0154878
43076,0.0153606
43075,0.0152263
43074,0.0151532
43073,0.0150849
43070,0.0149463
43069,0.0148738
43068,0.0148063
43067,0.0147882
43066,0.0147725
43063,0.0146763
43062,0.0146206
43061,0.0146233
43060,0.01454
43059,0.0144594
43056,0.0144067
43055,0.0143567
43054,0.014219
43053,0.0141899
43052,0.0141586
43049,0.0141289
43048,0.0141289
43047,0.0140981
43046,0.0140258
43045,0.0139703
43042,0.0139194
43041,0.0139139
43040,0.0138483
43039,0.0138122
43038,0.0137678
43035,0.0138009
43034,0.0137796
43033,0.0137446
43032,0.0137064
43031,0.0136742
43028,0.0136476
43027,0.013625
43026,0.0136261
43025,0.0135733
43024,0.0135389
43021,0.0135333
43020,0.0135917
43019,0.0135861
43018,0.0135667
43017,0.0135639
43014,0.0135028
43013,0.0134861
43012,0.0134667
43011,0.013425
43010,0.0133556
43007,0.0133389
43006,0.01335
43005,0.0133278
43004,0.0133083
43003,0.0132972
43000,0.0132944
42999,0.0132833
42998,0.0132306
42997,0.0132611
42996,0.01325
42993,0.0132389
42992,0.0132111
42991,0.0132
42990,0.0131917
42989,0.0131667
42986,0.0131033
42985,0.0131722
42984,0.0131722
42983,0.0131722
42982,0.0131611
42979,0.0131611
42978,0.0131778
42977,0.0131611
42976,0.0131694
42972,0.0131778
42971,0.0131722
42970,0.0131722
42969,0.0131722
42968,0.0131444
42965,0.0131472
42964,0.0131639
42963,0.0131667
42962,0.0131417
42961,0.0131417
42958,0.01315
42957,0.0130911
42956,0.0130917
42955,0.0130944
42954,0.0131139
42951,0.0131194
42950,0.0131167
42949,0.0131278
42948,0.0131056
42947,0.0131056
42944,0.0131056
42943,0.0131111
42942,0.0131389
42941,0.0131667
42940,0.0131389
42937,0.0131444
42936,0.013125
42935,0.0130722
42934,0.0130694
42933,0.0130611
42930,0.0130361
42929,0.0130361
42928,0.0130389
42927,0.013035
42926,0.0130411
42923,0.0130522
42922,0.0130411
42921,0.01303
42920,0.0130211
42919,0.0130072
42916,0.0129917
42915,0.0129861
42914,0.0129639
42913,0.0129506
42912,0.0129483
42909,0.0129328
42908,0.0129556
42907,0.0128944
42906,0.0128722
42905,0.0128022
42902,0.0127356
42901,0.0126744
42900,0.0125033
42899,0.0124556
42898,0.0124167
42895,0.0123644
42894,0.0122811
42893,0.01221
42892,0.01219
42891,0.0121956
42888,0.012225
42887,0.0121806
42886,0.0121
42885,0.0120178
42881,0.0120178
42880,0.0120039
42879,0.0119761
42878,0.0118867
42877,0.01192
42874,0.0118644
42873,0.0117172
42872,0.0117839
42871,0.0118117
42870,0.0117944
42867,0.0117956
42866,0.0118178
42865,0.0118094
42864,0.01182
42863,0.0118456
42860,0.0118039
42859,0.0117928
42858,0.0117122
42857,0.0117372
42853,0.0117233
42852,0.0116956
42851,0.0117178
42850,0.0117039
42849,0.011665
42846,0.0115622
42845,0.0115317
42844,0.0115567
42843,0.0115622
42838,0.0115844
42837,0.0115844
42836,0.0115511
42835,0.0115567
42832,0.0115761
42831,0.0115539
42830,0.0115039
42829,0.0114983
42828,0.0114983
42825,0.0114956
42824,0.0114761
42823,0.0114678
42822,0.0115222
42821,0.0115189
42818,0.0115128
42817,0.0115289
42816,0.0115678
42815,0.0115622
42814,0.0115622
42811,0.0115178
42810,0.0115178
42809,0.0114817
42808,0.0113733
42807,0.0113122
42804,0.0112122
42803,0.0111956
42802,0.01109
42801,0.0110622
42800,0.0110622
42797,0.0110167
42796,0.011
42795,0.0109278
42794,0.01064
42793,0.0105456
42790,0.01054
42789,0.0105233
42788,0.01054
42787,0.0105344
42786,0.0105011
42783,0.0105233
42782,0.010565
42781,0.0104178
42780,0.0103733
42779,0.01039
42776,0.0103622
42775,0.0103372
42774,0.0103372
42773,0.0103817
42772,0.0103844
42769,0.01034
42768,0.0103372
42767,0.0103456
42766,0.0103456
42765,0.01034
42762,0.01039
42761,0.01039
42760,0.0103733
42759,0.0103178
42758,0.0103789
42755,0.0104344
42754,0.0104122
42753,0.0103011
42752,0.0102483
42751,0.0102372
42748,0.0102317
42747,0.0102178
42746,0.0102178
42745,0.0101789
42744,0.0101483
42741,0.0101011
42740,0.0100928
42739,0.0100511
42738,0.0099872
42734,0.0099789
42733,0.0099789
42732,0.0099817
42727,0.0099706
42726,0.0099706
42725,0.0099761
42724,0.0099622
42723,0.0099428
42720,0.0099733
42719,0.0099317
42718,0.0097039
42717,0.0096344
42716,0.0095872
